Crop,Mandi,Distance_km,Region,Date,Price_Rs_per_quintal
Onion,Ahmednagar,48,"North Maharashtra",2026-08-10,2152.86
Onion,Ahmednagar,48,"North Maharashtra",2026-08-11,2135.17
Onion,Ahmednagar,48,"North Maharashtra",2026-08-12,2158.49
Onion,Ahmednagar,48,"North Maharashtra",2026-08-13,2182.67
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-15,2049.93
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-16,2061.41
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-17,2041.51
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-18,2027.54
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-19,2008.17
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-20,1992.59
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-21,1989.17
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-22,2013.48
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-23,2000.70
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-24,1997.12
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-25,1981.72
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-26,2016.52
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-27,2021.47
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-28,2003.60
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-29,1995.90
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-30,1984.86
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-31,2013.38
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-01,2000.08
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-02,1980.27
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-03,2012.72
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-04,2031.26
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-05,2028.78
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-06,2048.14
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-07,2069.64
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-08,2059.59
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-09,2093.76
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-10,2118.28
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-11,2139.01
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-12,2144.66
Onion,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-13,2124.07
Onion,Aurangabad,120,"Marathwada",2026-07-15,1861.60
Onion,Aurangabad,120,"Marathwada",2026-07-16,1877.03
Onion,Aurangabad,120,"Marathwada",2026-07-17,1882.32
Onion,Aurangabad,120,"Marathwada",2026-07-18,1917.26
Onion,Aurangabad,120,"Marathwada",2026-07-19,1918.00
Onion,Aurangabad,120,"Marathwada",2026-07-20,1907.64
Onion,Aurangabad,120,"Marathwada",2026-07-21,1895.92
Onion,Aurangabad,120,"Marathwada",2026-07-22,1924.53
Onion,Aurangabad,120,"Marathwada",2026-07-23,1931.04
Onion,Aurangabad,120,"Marathwada",2026-07-24,1954.25
Onion,Aurangabad,120,"Marathwada",2026-07-25,1967.09
Onion,Aurangabad,120,"Marathwada",2026-07-26,1990.59
Onion,Aurangabad,120,"Marathwada",2026-07-27,1996.58
Onion,Aurangabad,120,"Marathwada",2026-07-28,2016.94
Onion,Aurangabad,120,"Marathwada",2026-07-29,2038.68
Onion,Aurangabad,120,"Marathwada",2026-07-30,2041.22
Onion,Aurangabad,120,"Marathwada",2026-07-31,2071.32
Onion,Aurangabad,120,"Marathwada",2026-08-01,2060.24
Onion,Aurangabad,120,"Marathwada",2026-08-02,2045.27
Onion,Aurangabad,120,"Marathwada",2026-08-03,2070.07
Onion,Aurangabad,120,"Marathwada",2026-08-04,2092.33
Onion,Aurangabad,120,"Marathwada",2026-08-05,2109.28
Onion,Aurangabad,120,"Marathwada",2026-08-06,2117.24
Onion,Aurangabad,120,"Marathwada",2026-08-07,2094.75
Onion,Aurangabad,120,"Marathwada",2026-08-08,2111.25
Onion,Aurangabad,120,"Marathwada",2026-08-09,2141.22
Onion,Aurangabad,120,"Marathwada",2026-08-10,2167.35
Onion,Aurangabad,120,"Marathwada",2026-08-11,2159.02
Onion,Aurangabad,120,"Marathwada",2026-08-12,2152.45
Onion,Aurangabad,120,"Marathwada",2026-08-13,2161.96
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-15,1990.39
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-16,2017.17
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-17,2020.17
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-18,2048.80
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-19,2077.40
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-20,2085.16
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-21,2064.80
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-22,2053.08
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-23,2073.15
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-24,2076.12
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-25,2086.31
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-26,2092.48
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-27,2114.39
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-28,2121.81
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-29,2114.33
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-30,2122.07
Onion,Pune,180,"Western Maharashtra — urban demand",2026-07-31,2142.66
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-01,2147.52
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-02,2154.37
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-03,2171.02
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-04,2178.63
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-05,2208.80
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-06,2236.47
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-07,2231.37
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-08,2262.03
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-09,2249.71
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-10,2250.71
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-11,2240.39
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-12,2253.66
Onion,Pune,180,"Western Maharashtra — urban demand",2026-08-13,2282.86
Onion,Solapur,220,"South Maharashtra",2026-07-15,1876.23
Onion,Solapur,220,"South Maharashtra",2026-07-16,1863.36
Onion,Solapur,220,"South Maharashtra",2026-07-17,1896.91
Onion,Solapur,220,"South Maharashtra",2026-07-18,1926.46
Onion,Solapur,220,"South Maharashtra",2026-07-19,1931.27
Onion,Solapur,220,"South Maharashtra",2026-07-20,1957.90
Onion,Solapur,220,"South Maharashtra",2026-07-21,1958.51
Onion,Solapur,220,"South Maharashtra",2026-07-22,1955.74
Onion,Solapur,220,"South Maharashtra",2026-07-23,1950.30
Onion,Solapur,220,"South Maharashtra",2026-07-24,1930.93
Onion,Solapur,220,"South Maharashtra",2026-07-25,1933.92
Onion,Solapur,220,"South Maharashtra",2026-07-26,1928.34
Onion,Solapur,220,"South Maharashtra",2026-07-27,1935.61
Onion,Solapur,220,"South Maharashtra",2026-07-28,1966.19
Onion,Solapur,220,"South Maharashtra",2026-07-29,1999.52
Onion,Solapur,220,"South Maharashtra",2026-07-30,1990.73
Onion,Solapur,220,"South Maharashtra",2026-07-31,2009.87
Onion,Solapur,220,"South Maharashtra",2026-08-01,1994.39
Onion,Solapur,220,"South Maharashtra",2026-08-02,2022.64
Onion,Solapur,220,"South Maharashtra",2026-08-03,2016.90
Onion,Solapur,220,"South Maharashtra",2026-08-04,2044.27
Onion,Solapur,220,"South Maharashtra",2026-08-05,2061.63
Onion,Solapur,220,"South Maharashtra",2026-08-06,2041.33
Onion,Solapur,220,"South Maharashtra",2026-08-07,2044.12
Onion,Solapur,220,"South Maharashtra",2026-08-08,2072.18
Onion,Solapur,220,"South Maharashtra",2026-08-09,2095.41
Onion,Solapur,220,"South Maharashtra",2026-08-10,2119.01
Onion,Solapur,220,"South Maharashtra",2026-08-11,2142.88
Onion,Solapur,220,"South Maharashtra",2026-08-12,2139.81
Onion,Solapur,220,"South Maharashtra",2026-08-13,2169.53
Onion,Kolhapur,370,"South Maharashtra",2026-07-15,1874.49
Onion,Kolhapur,370,"South Maharashtra",2026-07-16,1866.24
Onion,Kolhapur,370,"South Maharashtra",2026-07-17,1851.74
Onion,Kolhapur,370,"South Maharashtra",2026-07-18,1839.18
Onion,Kolhapur,370,"South Maharashtra",2026-07-19,1833.55
Onion,Kolhapur,370,"South Maharashtra",2026-07-20,1829.25
Onion,Kolhapur,370,"South Maharashtra",2026-07-21,1817.53
Onion,Kolhapur,370,"South Maharashtra",2026-07-22,1796.30
Onion,Kolhapur,370,"South Maharashtra",2026-07-23,1774.44
Onion,Kolhapur,370,"South Maharashtra",2026-07-24,1784.37
Onion,Kolhapur,370,"South Maharashtra",2026-07-25,1787.49
Onion,Kolhapur,370,"South Maharashtra",2026-07-26,1773.92
Onion,Kolhapur,370,"South Maharashtra",2026-07-27,1777.72
Onion,Kolhapur,370,"South Maharashtra",2026-07-28,1802.10
Onion,Kolhapur,370,"South Maharashtra",2026-07-29,1807.96
Onion,Kolhapur,370,"South Maharashtra",2026-07-30,1841.39
Onion,Kolhapur,370,"South Maharashtra",2026-07-31,1864.91
Onion,Kolhapur,370,"South Maharashtra",2026-08-01,1879.38
Onion,Kolhapur,370,"South Maharashtra",2026-08-02,1876.54
Onion,Kolhapur,370,"South Maharashtra",2026-08-03,1860.04
Onion,Kolhapur,370,"South Maharashtra",2026-08-04,1877.23
Onion,Kolhapur,370,"South Maharashtra",2026-08-05,1863.54
Onion,Kolhapur,370,"South Maharashtra",2026-08-06,1886.31
Onion,Kolhapur,370,"South Maharashtra",2026-08-07,1903.47
Onion,Kolhapur,370,"South Maharashtra",2026-08-08,1894.25
Onion,Kolhapur,370,"South Maharashtra",2026-08-09,1897.02
Onion,Kolhapur,370,"South Maharashtra",2026-08-10,1898.40
Onion,Kolhapur,370,"South Maharashtra",2026-08-11,1928.66
Onion,Kolhapur,370,"South Maharashtra",2026-08-12,1939.52
Onion,Kolhapur,370,"South Maharashtra",2026-08-13,1969.90
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-15,1837.20
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-16,1834.29
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-17,1840.32
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-18,1845.15
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-19,1835.80
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-20,1834.30
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-21,1811.84
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-22,1802.21
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-23,1810.22
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-24,1826.09
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-25,1853.98
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-26,1849.88
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-27,1838.93
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-28,1853.88
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-29,1876.14
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-30,1891.02
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-07-31,1915.32
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-01,1920.89
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-02,1945.33
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-03,1970.75
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-04,1998.76
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-05,2016.27
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-06,1995.19
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-07,1991.76
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-08,2014.34
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-09,2027.65
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-10,2044.19
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-11,2022.82
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-12,2043.90
Onion,Nagpur,590,"Vidarbha — soybean belt",2026-08-13,2051.85
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-15,1438.17
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-16,1400.25
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-17,1366.61
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-18,1322.61
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-19,1378.73
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-20,1358.69
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-21,1377.85
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-22,1387.23
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-23,1326.95
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-24,1291.52
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-25,1260.36
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-26,1191.92
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-27,1158.75
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-28,1178.27
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-29,1145.61
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-30,1136.15
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-31,1081.88
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-01,1036.47
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-02,1086.55
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-03,1078.27
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-04,1133.10
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-05,1098.42
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-06,1152.66
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-07,1159.56
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-08,1159.26
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-09,1104.96
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-10,1100.07
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-11,1120.22
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-12,1168.15
Tomato,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-13,1101.63
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-15,1456.26
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-16,1447.66
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-17,1436.12
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-18,1413.86
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-19,1379.99
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-20,1360.75
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-21,1462.76
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-22,1560.30
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-23,1626.30
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-24,1721.95
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-25,1796.45
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-26,1876.09
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-27,1904.00
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-28,1902.42
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-29,1884.39
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-30,1871.21
Tomato,Ahmednagar,48,"North Maharashtra",2026-07-31,1847.03
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-01,1806.50
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-02,1769.82
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-03,1785.92
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-04,1762.49
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-05,1785.85
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-06,1759.80
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-07,1734.93
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-08,1727.72
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-09,1697.39
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-10,1680.27
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-11,1705.12
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-12,1724.78
Tomato,Ahmednagar,48,"North Maharashtra",2026-08-13,1739.24
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-15,1528.44
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-16,1528.35
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-17,1464.14
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-18,1452.06
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-19,1465.07
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-20,1402.46
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-21,1347.57
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-22,1322.55
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-23,1349.61
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-24,1311.80
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-25,1280.51
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-26,1261.76
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-27,1214.25
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-28,1263.34
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-29,1222.16
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-30,1280.34
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-31,1228.88
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-01,1172.05
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-02,1114.70
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-03,1079.49
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-04,1124.77
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-05,1107.67
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-06,1106.34
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-07,1080.98
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-08,1048.94
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-09,993.71
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-10,1005.75
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-11,962.63
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-12,926.01
Tomato,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-13,914.55
Tomato,Aurangabad,120,"Marathwada",2026-07-15,1528.79
Tomato,Aurangabad,120,"Marathwada",2026-07-16,1460.39
Tomato,Aurangabad,120,"Marathwada",2026-07-17,1484.62
Tomato,Aurangabad,120,"Marathwada",2026-07-18,1474.83
Tomato,Aurangabad,120,"Marathwada",2026-07-19,1404.72
Tomato,Aurangabad,120,"Marathwada",2026-07-20,1455.82
Tomato,Aurangabad,120,"Marathwada",2026-07-21,1495.98
Tomato,Aurangabad,120,"Marathwada",2026-07-22,1456.67
Tomato,Aurangabad,120,"Marathwada",2026-07-23,1408.44
Tomato,Aurangabad,120,"Marathwada",2026-07-24,1427.22
Tomato,Aurangabad,120,"Marathwada",2026-07-25,1449.55
Tomato,Aurangabad,120,"Marathwada",2026-07-26,1478.61
Tomato,Aurangabad,120,"Marathwada",2026-07-27,1480.67
Tomato,Aurangabad,120,"Marathwada",2026-07-28,1514.34
Tomato,Aurangabad,120,"Marathwada",2026-07-29,1565.15
Tomato,Aurangabad,120,"Marathwada",2026-07-30,1534.29
Tomato,Aurangabad,120,"Marathwada",2026-07-31,1498.65
Tomato,Aurangabad,120,"Marathwada",2026-08-01,1519.14
Tomato,Aurangabad,120,"Marathwada",2026-08-02,1459.97
Tomato,Aurangabad,120,"Marathwada",2026-08-03,1465.86
Tomato,Aurangabad,120,"Marathwada",2026-08-04,1425.55
Tomato,Aurangabad,120,"Marathwada",2026-08-05,1356.72
Tomato,Aurangabad,120,"Marathwada",2026-08-06,1347.58
Tomato,Aurangabad,120,"Marathwada",2026-08-07,1359.81
Tomato,Aurangabad,120,"Marathwada",2026-08-08,1350.32
Tomato,Aurangabad,120,"Marathwada",2026-08-09,1313.66
Tomato,Aurangabad,120,"Marathwada",2026-08-10,1333.70
Tomato,Aurangabad,120,"Marathwada",2026-08-11,1267.47
Tomato,Aurangabad,120,"Marathwada",2026-08-12,1285.36
Tomato,Aurangabad,120,"Marathwada",2026-08-13,1249.31
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-15,1759.83
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-16,1695.51
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-17,1681.00
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-18,1636.25
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-19,1661.40
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-20,1618.26
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-21,1587.18
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-22,1546.15
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-23,1576.29
